A long time ago, there lived a king who had only one eye and one leg	Dahulu kala, hidup seorang raja yang hanya memiliki satu mata dan satu kaki
Sidharta Gautama then said, 'The murky water in the lake is like the human mind when stressed'	Sidharta Gautama lalu berkata, ‘Air keruh di danau seperti pikiran manusia ketika stres'
Meanwhile, clear water is like the human mind when calm	Sementara, air yang jernih seperti pikiran manusia ketika tenang
Sometimes the best way to clear your mind is to be patient	Terkadang jalan terbaik untuk menjernihkan pikiran adalah dengan bersabar
In a village located on the banks of the river, there is a temple that is often visited by residents	Di sebuah desa yang terletak di tepian sungai, terdapat sebuah kuil yang sering dikunjungi warga
The temple is run by a very devout pastor	Kuil tersebut diurus oleh seorang pendeta yang sangat taat beribadah
One day during the transition of the season, heavy rains caused the river to overflow	Suatu hari pada peralihan musim, turun hujan deras yang menyebabkan sungai meluap
Slowly but surely, the water began to enter people's homes to the height of their feet	Perlahan tapi pasti, air mulai memasuki rumah warga hingga setinggi mata kaki
Most of the residents then evacuated while carrying valuables	Sebagian besar warga kemudian mengungsikan diri sambil membawa barang berharga
One of the displaced residents warned the priest who was still praying at the temple to leave the village immediately	Salah satu warga yang mengungsi memperingatkan pendeta yang masih berdoa di kuil untuk segera pergi dari desa
The remaining residents pulled out rubber boats and rescued themselves	Warga yang tersisa mengeluarkan perahu karet dan menyelamatkan diri
The rain is still continuing, this time the water level has reached the waist	Hujan masih berlanjut, kali ini ketinggian air sudah mencapai pinggang
Some residents inspected the temple and found the priest sitting on his table	Beberapa warga memeriksa kuil dan menemukan pendeta duduk di atas mejanya
They forced him to board the boat, but the priest refused to leave for the same reason	Mereka memaksanya naik ke perahu, namun pendeta itu tetap menolak untuk pergi dengan alasan yang sama
The devout priest continued to pray in his room. But the rain hasn't shown any signs of stopping.	Pendeta yang taat itu terus berdoa di ruangannya. Tapi hujan yang turun belum menunjukkan tanda-tanda akan berhenti
The priest still refuses to evacuate. He was convinced that God would save him.	Pendeta itu masih menolak untuk mengungsi. Ia yakin bahwa Tuhan akan menyelamatkannya
Moments later, a SAR team helicopter came and picked him up	Beberapa saat kemudian, helikopter tim SAR datang dan menjemputnya
Due to the increasingly dangerous circumstances, the helicopter left	Karena keadaan yang semakin berbahaya, helikopter pun meninggalkanya
An hour has passed since the helicopter came to the pastor, the rain is still heavy	Satu jam berlalu sejak helikopter tadi mendatangi pendeta, hujan masih deras
He began to panic and said, 'Lord, I have always been obedient to you	Ia mulai panik dan berkata, ‘Tuhan, aku sudah selalu taat menyembahmu
I believe you're going to save me. But why do you let me suffer like this?	Aku percaya engkau kan menyelamatkanku. Tapi mengapa kau biarkan aku menderita terus begini?
Today princess's 14th birthday.Usually on the princess's birthday, mom will cook her favorite food	Hari ini Putri berulang tahun yang ke 14. Biasanya di hari ulang tahun Putri, ibu akan memasak makanan kesukaannya
But that day it turned out that The Princess's sister was sick, so the mother bothered to take care of her sick son	Tapi hari itu ternyata adik Putri sedang sakit, sehingga ibu repot merawat anaknya yang sakit
As soon as the school bell rang, Putri immediately rushed home	Begitu bel pulang sekolah berbunyi, Putri langsung bergegas pulang
The princess was upset with her parents for feeling unnoticed. He then went from home to the garden	Putri kesal pada orangtuanya karena merasa tidak diperhatikan. Ia lalu pergi dari rumah menuju ke taman
At that time there were only meatballs around who sell in the park	Saat itu hanya ada tukang bakso keliling yang berjualan di taman
The princess approached the meatball man, unfortunately she had no money	Putri pun mendekati tukang bakso itu, sayangnya ia tak memiliki uang
Seeing Putri's face, the meatball man offered her a free bowl of meatballs	Melihat wajah Putri yang memelas, tukang bakso itu menawarinya semangkuk bakso gratis
While eating that bowl of meatballs, suddenly the princess's tears were dripping	Sambil memakan semangkuk bakso itu, tiba-tiba air mata putri menetes
It's actually my birthday, I'm moved, my new brother is very nice.	Sebenarnya ini hari ulang tahunku, aku terharu, abang yang baru kenal malah baik sekali
The princess listened to the meatball seller's advice and went home. Arriving home, he apologized to his mother	Putri pun mendengarkan nasihat penjual bakso itu dan pulang. Sampai di rumah, ia meminta maaf pada ibunya
In a shopping mall there was a little girl selling roses	Di sebuah pusat perbelanjaan ada seorang anak perempuan kecil yang menjual bunga mawar
The boy used to sell there from morning until afternoon	Anak itu biasa berjualan di sana dari pagi hari hingga sore
One afternoon while passing through the shopping mall, the little boy approached me	Suatu siang saat melewati pusat perbelanjaan, anak kecil itu mendekatiku
I saw in the basket the boy was still left about twenty sprigs of roses	Sempat kulihat di keranjang anak itu masih tersisa sekitar dua puluh tangkai mawar
In the afternoon I went through the shopping center again and saw the little boy still offering his flowers	Sore harinya aku lewat pusat perbelanjaan itu lagi dan melihat si anak kecil masih menawarkan bunganya
He offered me another flower, apparently forgetting this afternoon had offered me flowers	Ia menawarkan bunga lagi padaku, tampaknya lupa siang tadi telah menawarkan bunga
I see the basket is still about fourteen sprigs of roses.	Kulihat keranjangnya masih sekitar empat belas tangkai mawar
I feel sorry for him but because I still have business and don't need flowers	Aku kasihan dengannya tapi karena aku masih memiliki urusan dan tidak membutuhkan bunga
I subtly rejected it and I gave the boy a five thousand	kutolak dengan halus lalu kuberi anak itu selembar uang lima ribu
The boy took my money and gave it to a beggar nearby.	Anak itu mengambil uangku lalu memberikannya pada seorang pengemis di dekat sana
an old carpenter who has worked for decades began to feel if his body was getting old	seorang tukang kayu tua yang sudah bekerja puluhan tahun mulai merasa jika tubuhnya sudah semakin tua
He then prepares to talk to his foreman about plans to retire	Ia lalu mempersiapkan diri untuk berbicara dengan mandornya tentang rencana untuk pensiun
Hearing the retirement plan, the foreman becomes sad	Mendengar rencana pensiun itu, sang mandor menjadi sedih
Because, the carpenter who wants to retire is the best carpenter	Sebab, tukang kayu yang hendak pensiun itu merupakan tukang kayu terbaiknya
Foreman then allowed his carpenter to retire after completing one more project	Mandor lalu mengizinkan tukang kayunya pensiun setelah menyelesaikan satu proyek lagi
A few weeks later, came a new project to make the house	Beberapa minggu kemudian, datang sebuah proyek baru untuk membuat rumah
Old carpenter who wants to retire is handed over as in charge	Tukang kayu tua yang hendak pensiun dipasrahi sebagai penanggung jawab
he was given the freedom to make the building as he pleases.	ia diberi kebebasan membuat bangunan itu sesuka hatinya
After learning his last project was a house, the handyman became irritated	Setelah tahu proyek terakhirnya adalah sebuah rumah, tukang itu menjadi jengkel
Because, the house takes a long time to finish	Sebab, rumah memakan waktu yang cukup lama untuk selesai
He also worked lazy and made a home with origins	Ia pun bekerja malas-malasan dan membuat rumah dengan asal-asalan
The materials used were not studied for quality	Bahan-bahan yang digunakan pun tidak diteliti kualitasnya
This house you built is a gift from me for you. Thank you for working well	Rumah yang kau bangun ini adalah hadiah dariku untukmu. Terima kasih telah bekerja dengan baik
A 24 year old man was on the train with his father	Seorang lelaki berusia 24 tahun sedang berada di kereta api bersama dengan ayahnya
He looked out through the train window and shouted, "Dad, look at the trees walking!"	Ia melihat keluar melalui jendela kereta api dan berteriak, “Ayah, lihat pohon-pohon itu berjalan!”
His father smiled, but the young couple sat nearby	Ayahnya tersenyum, namun pasangan muda yang duduk di dekatnya
Looking at the childish behavior of a 24 year old man with pity	Memandang perilaku kekanak-kanakan lelaki yang berusia 24 tahun dengan kasihan
I've taken him to the doctor, and we just got home from the hospital.	Saya sudah membawanya ke dokter, dan kami baru saja pulang dari Rumah Sakit
My son was blind from birth, he was only able to get an eye donor and could only see today	Anak saya buta sejak lahir, dia baru bisa mendapatkan donor mata dan baru bisa melihat hari ini
Don't judge others before you actually know them	Jangan menilai orang lain sebelum anda benar-benar mengenal mereka
Because the reality may surprise you	Karena kenyataannya yang terjadi mungkin dapat mengejutkan anda
A man's favorite donkey falls into a deep hole	Keledai favorit seorang pria jatuh ke dalam sebuah lubang yang dalam
Search and Rescue team in charge of evacuating and rescuing victims	tim Search and Rescue yang bertugas mengevakuasi dan menyelamatkan korban
survivors and volunteers from various regions also helped	masyarakat yang selamat serta para relawan dari berbagai wilayah pun turut membantu
When the focus on saving victims ends, we will enter the next stage, namely the reconstruction and rehabilitation stage.	Ketika fokus pada penyelamatan korban berakhir, maka kita akan memasuki tahapan berikutnya, yaitu tahapan rekonstruksi dan rehabilitasi.
When a disaster occurs, roads will be damaged, houses will be damaged, and some will even be destroyed	Ketika bencana terjadi,jalan-jalan akan rusak, rumah-rumah rusak, bahkan ada yang hancur
Often natural disasters also claim lives, people are left homeless, markets are closed, economic activity is disrupted,	Seringkali bencana alam juga menelan korban jiwa, orang-orang kehilangan tempat tinggal, pasar tutup, aktivitas ekonomi terganggu,
All of this is very possible for many victims to experience psychological disorders, such as prolonged trauma.	Semua itu sangat memungkinkan banyak korban yang mengalami gangguan psikologis, seperti trauma yang berkepanjangan.
All stages of repair are called the reconstruction and rehabilitation stages.	Semua tahapan memperbaiki itu semua disebut tahapan rekonstruksi dan rehabilitasi.
Houses began to be built, as well as streets, and various other buildings. Markets that were closed are slowly reopening.	Rumah-rumah mulai di bangun, begitu pula jalan-jalan, serta berbagai bangunan lainnya. Pasar yang tutup perlahan dibuka kembali. 
just returning to the beginning won't be enough, they have to prepare themselves for the disasters that will come again.	kembali seperti awal aja nggak akan cukup, mereka harus mempersiapkan diri untuk menghadapi bencana yang akan kembali datang.
To deal with upcoming disasters, all parties, both the community and the government, learn from previous events	Untuk menghadapi bencana yang akan datang, seluruh pihak, baik masyarakat maupun pemerintah belajar dari kejadian sebelumnya
Various actions aimed at minimizing casualties have started to be taken	Berbagai tindakan yang tujuannya untuk meminimalisir korban jiwa mulai dilakukan
Such as building earthquake-proof houses, or creating evacuation routes or routes,	Seperti membuat rumah anti gempa, atau membuat rute atau jalur evakuasi,
The government and the disaster team, can also conduct outreach and outreach on disaster management to the community,	Pemerintah dan tim kebencanaan, juga bisa melakukan sosialisasi dan penyuluhan tentang penanggulangan bencana kepada masyarakat,
There are three causes of water pollution. There are pollutants from industrial waste, household waste, and agricultural waste.	ada tiga penyebab pencemaran air Ada polutan dari limbah industri, limbah rumah tangga, dan limbah pertanian.
Wastewater from industrial processing tends to contain hazardous substances	Air limbah dari hasil pengolahan industri ini cenderung mengandung zat berbahaya
Usually the industry from textile factories or paper mills becomes the most pollutant	Biasanya industri dari pabrik tekstil atau pabrik kertas yang paling banyak menjadi polutan
waste steel factories, paint factories, and pharmaceutical plants. Waste of this type is in the form of foam, contains sulfuric acid, with a strong odor.	limbah pabrik baja, pabrik cat, dan pabrik farmasi. Limbah dari jenis ini berupa busa, mengandung asam belerang, dengan bau yang menyengat. 
household waste originates from the results of housing activities such as households, markets, offices, restaurants,	limbah rumah tangga asalnya dari hasil kegiatan perumahan seperti rumah tangga, pasar, perkantoran, rumah makan,
Household waste is divided into organic, inorganic and other hazardous materials	Limbah rumah tangga terbagi atas bahan organik, anorganik, dan bahan berbahaya lainnya
Organic waste includes fruit peels, vegetables, food scraps, leaves, and so on.	Limbah organik itu misalnya kulit buah, sayuran, sisa makanan, daun, dan sebagainya. 
Inorganic wastes include aluminum, plastics, glass, beverage cans and oil.	Limbah anorganik itu contohnya aluminium, plastik, kaca, kaleng minuman, dan minyak.
The agricultural sector is a factor causing waste, namely the use of fertilizers and chemicals.	sektor pertanian ini adalah faktor penyebab limbah, yakni penggunaan pupuk dan bahan kimia. 
The impact of water pollution decreases the quality of the environment, causes health problems, is concentrated in biology, and disturbs the beauty of the area	Dampak Pencemaran Air penurunan kualitas lingkungan, gangguan kesehatan, pemekatan hayati, dan  mengganggu keindahan wilayah
In this stabilization pond, the wastewater is treated naturally. This is done to neutralize pollutants before they are discharged into the river.	Di kolam stabilisasi ini air limbah diolah secara alami. Ini dilakukan untuk menetralisasi zat-zat pencemar sebelum dialirkan ke sungai.
Wastewater treatment using special equipment is divided into three stages, namely primary treatment, secondary treatment, and tertiary treatment	Pengolahan air limbah menggunakan alat khusus dibagi tiga tahapan, yakni primary treatment , secondary treatment , dan tertiary treatment
Excrexta Management (Human Excreta). This management can be found in septic tanks which can be processed anaerobically into biogas	Pengelolaan Excrexta (Human Excreta). Pengelolaan ini dapat ditemukan dalam septic tank yangbisa diolah dengan cara anaerobik menjadi biogas
Air pollution is an air condition containing large amounts of chemical and biological compounds	Pencemaran udara itu suatu kondisi udara mengandung senyawa kimia maupun biologi dalam jumlah banyak 
In general, pollution is divided into two, namely primary air pollution and secondary air pollution	Secara umum, pencemaran terbagi menjadi dua, yakni pencemaran udara primer dan pencemaran udara sekunder
This primary air pollution causes directly from pollutants, such as increased levels of carbon dioxide from human combustion activities.	Pencemaran udara primer ini penyebabnya langsung dari polutan, seperti meningkatnya kadar karbondioksida dari aktivitas pembakaran manusia.
Secondary air pollution occurs due to chemical reactions of pollutant particles that occur in the atmosphere, such as the formation of ozone.	pencemaran udara sekunder itu terjadi akibat reaksi kimia dari partikel-partikel polutan yang terjadi di atmosfer, seperti pembentukan ozon.
The causes of air pollution are divided into two, namely natural activities and human activities.	penyebab pencemaran udara itu terbagi menjadi dua, yakni aktivitas alam dan aktivitas manusia. 
forest fires that produce large amounts of carbon dioxide. Can interfere with human and animal health	kebakaran lahan hutan yang menghasilkan karbon dioksida dalam jumlah yang banyak. Bisa mengganggu kesehatan manusia dan hewan
human activity air pollution, such as factory smoke, motor vehicle fumes, burning garbage and cigarette smoke	polusi udara aktivitas manusia itu , seperti asap pabrik, asap kendaraan bermotor, pembakaran sampah dan asap rokok
Decreased air quality due to this pollution causes various diseases, especially respiratory diseases	Kualitas udara yang menurun akibat pencemaran ini menimbulkan berbagai penyakit, terutama penyakit pernafasan
Volcanic eruptions that cause volcanic ash also pollute the air and cause acid rain.	Letusan gunung berapi yang menimbulkan abu vulkanik juga membuat udara tercemar dan mengakibatkan hujan asam.
This acid rain contains sulfur which interferes with the growth of surrounding plants	Hujan asam ini mengandung sulfur yang mengganggu pertumbuhan tanaman di sekitarnya
The emergence of the greenhouse effect, namely an increase in Earth's temperature due to high concentrations of carbon dioxide and carbon monoxide in the atmosphere	Timbulnya efek rumah kaca yakni peningkatan suhu bumi karena konsentrasi karbon dioksida dan karbon monoksida yang tinggi di atmosfer
The use of air conditioning products that contain CFCs such as freezers and air conditioners can damage the ozone layer.	Penggunaan produk pendingin ruangan yang mengandung CFC seperti freezer dan AC dapat merusak lapisan ozon.
If the burden of your life is always compared to others then believe me that it will all get heavier	Jika beban hidupmu selalu dibandingkan dengan orang lain maka percayalah bahwa semua itu akan semakin berat
What Andi has been thinking about other people is not all right	Yang selama ini dipikirkan Andi tentang orang lain tidak semuanya benar
But he himself does not know very well how other people's condition	Padahal dia sendiri tidak tahu betul bagaimana kondisi orang lain
which he thinks is always okay could be the opposite	yang menurutnya selalu baik-baik saja bisa jadi kebalikannya
It could have been that they had made it through the toughest times of their lives	Bisa saja mereka telah berhasil melalui masa-masa terberat dalam hidupnya
He just fell silent in my words. He thought about what I was saying at the time.	dia hanya terdiam merenungi perkataanku. Dia memikirkan apa yang aku katakan saat itu
Although sometimes advising others is not as easy as advising yourself	Meskipun terkadang menasehati orang lain tidak semudah menasehati diri sendiri
Sometimes I still like to compare myself to other people.	Terkadang aku sendiri masih suka membanding- bandingkan diri dengan orang lain
I've also felt like I'm in Andi's current position.	Waktu dulu aku juga pernah merasakan seperti di posisi Andi saat ini
At that time there was also someone who advised me that God always gives the burden of problems according to the ability of each person	Saat itu juga ada yang menasehati aku bahwa Tuhan selalu memberikan beban masalah sesuai dengan kemampuan masing-masing orang
Therefore the response from people is also different, sometimes some feel burdened there are also those who do not	Oleh karena itu respon dari orang-orang pun juga berbeda-beda, terkadang ada yang merasa dibebani ada juga yang tidak
God knows how strong we are to be able to deal with the problems given by Him	Tuhan tahu seberapa kuat kita untuk bisa menghadapi masalah yang diberikan oleh-Nya
Therefore if the question of portion should not be asked yes, because we know that God is indeed Just	Maka dari itu kalau soal porsi jangan ditanyakan ya, karena kita tahu kalau Tuhan itu memang Maha Adil
From then on I began to introspect myself. I'm trying to solve all the problems.	Mulai saat itu aku mulai introspeksi perihal diriku sendiri. Aku berusaha untuk menyelesaikan segala permasalahan
Solve all the problems that befall me with a spacious heart. Because that way I can be happy	Menyelesaikan segala permasalahan yang menimpaku dengan hati yang lapang. Karena dengan begitu aku bisa menjadi bahagia
I also don't have to compare myself to anyone else	Aku juga tidak perlu membandingkan diriku dengan orang lain
I just need to compare myself to the one I was yesterday.	Aku hanya perlu membandingkan diriku dengan aku yang kemarin
That's why I can be a better person to date.	Maka dari itu aku bisa menjadi pribadi yang lebih baik hingga saat ini
I also believe that every problem that befalls me can be a lesson in my life.	Aku juga percaya jika setiap masalah yang menimpaku nantinya bisa menjadi pelajaran dalam hidupku
Because there's always wisdom I can take from every one of my joys and sorrows.	Karena selalu ada hikmah yang bisa aku ambil dari setiap suka dan duka ku
In recent days, the school has been busy discussing the feast of sacrifice	Beberapa hari ini, sekolah sedang ramai perbincangan hari raya kurban
Ustazah said, the feast of sacrifice is the feast of Muslims	Kata Ustazah, hari raya kurban adalah hari rayanya umat Islam
The feast of sacrifice is the feast of the slaughter of goats. I'm happy on the feast of sacrifice	Hari raya kurban adalah hari raya pemotongan kambing. Aku senang saat hari raya kurban
There's a lot of friends at school. Because during the feast of sacrifice, many events in our school are fun	Ada banyak sekali kawan-kawan di sekolah. Karena saat hari raya kurban, banyak peristiwa di sekolah kami yang menyenangkan
We crowded into the farm to buy goats. In the farm there are a lot of goats	Kami ramai-ramai ke penternakan untuk membeli kambing. Di penternakan ada banyak sekali macam kambing
The goats eat grass and have four legs	Kambing-kambing makan rumput dan mempunyai kaki empat
The goats also went to school and the next day were ready for slaughter	Kambing-kambing juga ikut ke sekolah dan keesokan harinya siap disembelih
I saw goats being slaughtered. There's a lot of blood and smell.	Aku melihat kambing yang disembelih. Ada banyak darahnya dan bau
Mutton is separated from its skin. Then wrapped and handed out to people	Daging kambing dipisahkan dari kulitnya. Kemudian dibungkus dan dibagi-bagikan ke orang-orang
Me and my friends shared some mutton. I also met a new friend, her name is Naya	Aku dan teman-teman ikut membagikan daging kambing. Aku juga ketemu teman baru, namanya Naya
Since receiving meat from me and taking it home to cook with her grandmother, Naya has been grateful	Sejak menerima daging dariku dan dibawanya pulang untuk dimasak bersama neneknya, Naya jadi berterima kasih
Since then, Naya has always been kind. He even helped when he fell.	Sejak saat itu, Naya jadi selalu baik hati. Bahkan ia menolong saat terjatuh
Naya is very happy because she has not eaten satay for a long time	Naya senang sekali karena sudah lama tidak makan sate
If I had the meat processed into soup. I love making me soup.	Kalau aku dagingnya diolah jadi sup. Ibu suka sekali membuatkan aku sup
During Eid al-Fitr, Naya came to my house and ate soup together	Saat hari raya idul kurban, Naya ikut ke rumahku dan makan sup bersama
In a school, there is a child named Arkhan.Arkhan is a large kindergarten class and often makes the teacher angry	Di suatu sekolah, ada anak bernama Arkhan. Arkhan adalah anak kelas TK besar dan sering membuat Bu guru marah
Because it often makes the teacher angry, Arkhan is often called but not scolded	Karena sering membuat Bu guru marah, Arkhan sering dipanggil tetapi tidak dimarahi
Arkhan often apologizes for his mistakes. She also often makes friends cry	Arkhan sering meminta maaf atas kesalahannya. Dia juga sering membuat teman-teman menangis
Some items were also taken by Arkhan.Arkhan is also famous for often fuzzy	Beberapa barang juga diambil oleh Arkhan. Arkhan juga terkenal sering kabur-kaburan
On his way home from school, Arkhan had not been picked up by his mother	Pada suatu hari saat pulang sekolah, Arkhan belum dijemput oleh ibunya
If you haven't been picked up, you can't go home yet. However, Arkhan often ran and hid	Kalau belum dijemput, maka belum boleh pulang. Tetapi, Arkhan sering berlari dan bersembunyi
Arkhan avoids the teacher and always travels around the spacious schoolyard	Arkhan menghindari Bu guru dan selalu berkeliling halaman sekolah yang luas
As usual, the teacher searched for Arkhan to every corner of the room	Seperti biasanya, Bu guru mencari Arkhan ke setiap sudut ruangan
As soon as the teacher got there, Arkhan wasn't there. There have been several places visited, but there is still no sign of Arkhan	Begitu Bu guru kesana, Arkhan tidak ada. Sudah beberapa tempat dikunjungi, tapi tetap tidak ada tanda-tanda keberadaan Arkhan
The fresh atmosphere of the wind that came out in the fan made The Teacher not realize that Arkhan was there	Suasana segar dari angin yang keluar di kipas membuat Bu Guru tidak menyadari kalau Arkhan ada di sana
After that, Arkhan and the teacher went to the pickup lounge and Arkhan played some puzzles	Setelah itu, Arkhan dan Ibu guru pun ke ruang tunggu penjemputan dan Arkhan bermain beberapa puzzle
Arkhan loves to play puzzles especially humaira's panda puzzles	Arkhan sangat suka bermain puzzle terlebih puzzle panda milik Humaira
Humaira who is used to tidy up the toys. However, there is one that is	Humaira yang terbiasa rapi pun membereskan mainannya. Namun, ada satu yang mengganjal
Humaira started pacing around, and soon she was sad.	Humaira mulai mondar-mandir ke sana kemari, lalu tidak lama kemudian ia sedih
In the end, everyone in the room looked for Humaira's puzzle with a picture of a panda.	Pun pada akhirnya semua yang ada di ruangan mencari puzzlenya Humaira yang bergambar panda
There's only one possibility, it could be that the puzzle came arkhan home.	Hanya ada satu kemungkinan, bisa jadi puzzle itu ikut Arkhan pulang
Finally Arkhan returns Humaira's puzzle that has started to stop crying	Akhirnya Arkhan mengembalikan puzzle milik Humaira yang sudah mulai berhenti menangis
Arkhan often brings home things at school that he finds interesting	Arkhan sering membawa pulang benda-benda di sekolah yang menurutnya menarik
Even in the past he once carried a mic cable obtained from a school office closet	Bahkan tempo lalu ia pernah membawa kabel mic yang didapat dari lemari kantor sekolah
After the incident that day, the next day Arkhan always said when he wanted to borrow goods	Setelah kejadian di hari itu, keesokan harinya Arkhan pun selalu bilang saat hendak meminjam barang
That way, Arkhan became a lot of friends	Dengan begitu, Arkhan pun jadi punya banyak teman
Now friends are no longer afraid when hanging out with Arkhan	Sekarang teman-teman sudah tidak takut lagi saat bergaul dengan Arkhan
Unlike in the old days, there must have been many who were afraid to be close to Arkhan because Arkhan was famously naughty	Berbeda pada saat dulu, pasti banyak yang takut dekat dengan Arkhan karena Arkhan terkenal nakal
They also tend to stay away in order to avoid losing their belongings because they were stolen by Arkhan	Mereka juga cenderung menjauh supaya bisa menghindari barang-barangnya hilang karena dicuri oleh Arkhan
In the end all the friends became willing to hang out and join Arkhan	Pada akhirnya semua teman-teman jadi mau bergaul dan bergabung dengan Arkhan
Basically a child's story using a simple style of language	Pada dasarnya cerita anak menggunakan gaya bahasa yang sederhana
The maximum length limit of short stories is 20 pages or no more than 10,000 words	Batas panjang maksimal cerpen adalah 20 halaman atau tidak lebih dari 10.000 kata
The essence of the story based on the short story contains only one main problem	Inti dari kisah yang diangkat pada cerpen hanya memuat satu permasalahan utama saja
The morning before when a girl commonly called dara started pouring water to make a glass of hot tea	Pagi menjelang saat seorang gadis yang biasa dipanggil dengan nama Dara mulai menjerang air untuk membuat segelas teh panas
Dara, is a girl who lives with a million dreams in a high-walled house	Dara, ialah gadis yang hidup dengan sejuta mimpi di dalam sebuah rumah berdinding tinggi
Dara is a girl who grows up in a well-off family	Dara merupakan gadis yang tumbuh di dalam keluarga berkecukupan
Every day Dara spends only time in the room and occasionally directs her wheelchair towards the garden	Setiap hari Dara hanya menghabiskan waktunya di dalam kamar dan sesekali mengarahkan kursi rodanya menuju arah taman
The 17 year old girl was thrilled to draw in the park to dispel her bad thoughts	Gadis yang berusia 17 tahun tersebut sangat senang untuk menggambar di taman guna menghilangkan pikiran buruknya
One morning Dara fell out of her wheelchair, but no one was in the house	Suatu pagi Dara jatuh dari kursi rodanya, namun tidak ada seorangpun di dalam rumah
His disillusionment with this makes Dara have the power to move his wheelchair towards the complex park	Rasa kecewanya terhadap hal tersebut membuat Dara memiliki kekuatan untuk menggerakan kursi rodanya ke arah taman komplek
Amir was a good boy and very understanding. He still receives the money.	Amir adalah anak yang baik dan sangat pengertian. Ia tetap menerima uang itu
For a thousand rupiah, Amir can buy a krupuk or a fry-up in the cafeteria	Dengan uang seribu rupiah, Amir bisa membeli krupuk atau sebuah gorengan di kantin
Sometimes the owner of the canteen pity sees Amir and gives him fried or peanuts as a bonus	Kadang-kadang si pemilik kantin kasihan melihat Amir dan memberinya gorengan atau kacang sebagai bonus
Despite his difficult life, Amir always looks cheerful and cheerful	Walaupun hidupnya susah, Amir selalu terlihat riang dan ceria
